State,Year,Type_code,Type,Gender,Age_group,Total
A & N Islands,2001,Professional_Profile,Service (Private),Female,15-29,0
A & N Islands,2001,Professional_Profile,Service (Government),Female,15-29,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Female,15-29,1
A & N Islands,2001,Professional_Profile,Student,Female,15-29,9
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Female,15-29,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Male,15-29,0
A & N Islands,2001,Professional_Profile,Retired Person,Male,15-29,0
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Male,15-29,0
A & N Islands,2001,Professional_Profile,Professional Activity,Male,15-29,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,15-29,0
A & N Islands,2001,Professional_Profile,Service (Private),Male,15-29,14
A & N Islands,2001,Professional_Profile,Unemployed,Male,15-29,0
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Male,15-29,2
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,15-29,4
A & N Islands,2001,Professional_Profile,Service (Government),Male,15-29,3
A & N Islands,2001,Professional_Profile,House Wife,Male,15-29,0
A & N Islands,2001,Professional_Profile,Student,Male,15-29,2
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Female,30-44,0
A & N Islands,2001,Professional_Profile,House Wife,Female,30-44,9
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Female,30-44,0
A & N Islands,2001,Professional_Profile,Retired Person,Female,30-44,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Female,30-44,0
A & N Islands,2001,Professional_Profile,Service (Government),Female,30-44,0
A & N Islands,2001,Professional_Profile,Student,Female,30-44,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Female,30-44,0
A & N Islands,2001,Professional_Profile,Unemployed,Female,30-44,0
A & N Islands,2001,Professional_Profile,Service (Private),Female,30-44,0
A & N Islands,2001,Professional_Profile,Professional Activity,Female,30-44,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Male,30-44,0
A & N Islands,2001,Professional_Profile,Professional Activity,Male,30-44,0
A & N Islands,2001,Professional_Profile,Unemployed,Male,30-44,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,30-44,5
A & N Islands,2001,Professional_Profile,Service (Private),Male,30-44,7
A & N Islands,2001,Professional_Profile,House Wife,Male,30-44,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,30-44,0
A & N Islands,2001,Professional_Profile,Student,Male,30-44,0
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Male,30-44,0
A & N Islands,2001,Professional_Profile,Retired Person,Male,30-44,0
A & N Islands,2001,Professional_Profile,Service (Government),Male,30-44,10
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Male,30-44,1
A & N Islands,2001,Professional_Profile,Service (Government),Female,45-59,0
A & N Islands,2001,Professional_Profile,Professional Activity,Female,45-59,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Female,45-59,0
A & N Islands,2001,Professional_Profile,Student,Female,45-59,0
A & N Islands,2001,Professional_Profile,Unemployed,Female,45-59,0
A & N Islands,2001,Professional_Profile,Retired Person,Female,45-59,0
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Female,45-59,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Female,45-59,0
A & N Islands,2001,Professional_Profile,House Wife,Female,45-59,5
A & N Islands,2001,Professional_Profile,Service (Private),Female,45-59,0
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Female,45-59,0
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Male,45-59,1
A & N Islands,2001,Professional_Profile,House Wife,Male,45-59,0
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Male,45-59,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,45-59,4
A & N Islands,2001,Professional_Profile,Service (Government),Male,45-59,7
A & N Islands,2001,Professional_Profile,Retired Person,Male,45-59,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Male,45-59,0
A & N Islands,2001,Professional_Profile,Service (Private),Male,45-59,9
A & N Islands,2001,Professional_Profile,Unemployed,Male,45-59,0
A & N Islands,2001,Professional_Profile,Professional Activity,Male,45-59,0
A & N Islands,2001,Professional_Profile,Student,Male,45-59,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,45-59,0
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Female,60+,0
A & N Islands,2001,Professional_Profile,Student,Female,60+,0
A & N Islands,2001,Professional_Profile,House Wife,Female,60+,3
A & N Islands,2001,Professional_Profile,Service (Government),Female,60+,0
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Female,60+,0
A & N Islands,2001,Professional_Profile,Service (Private),Female,60+,0
A & N Islands,2001,Professional_Profile,Professional Activity,Female,60+,0
A & N Islands,2001,Professional_Profile,Others (Please Specify),Female,60+,0
A & N Islands,2001,Professional_Profile,Retired Person,Female,60+,0
A & N Islands,2001,Professional_Profile,Unemployed,Female,60+,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Female,60+,0
A & N Islands,2001,Professional_Profile,House Wife,Male,60+,0
A & N Islands,2001,Professional_Profile,Service (Private),Male,60+,2
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,60+,0
A & N Islands,2001,Professional_Profile,Professional Activity,Male,60+,0
A & N Islands,2001,Professional_Profile,Public Sector Undertaking,Male,60+,0
A & N Islands,2001,Professional_Profile,Self-employed (Business activity),Male,60+,0
A & N Islands,2001,Professional_Profile,Farming/Agriculture Activity,Male,60+,3
A & N Islands,2001,Professional_Profile,Student,Male,60+,0
A & N Islands,2001,Professional_Profile,Service (Government),Male,60+,0
A & N Islands,2001,Professional_Profile,Retired Person,Male,60+,2
A & N Islands,2001,Professional_Profile,Others (Please Specify),Male,60+,1
A & N Islands,2001,Professional_Profile,Unemployed,Male,60+,0
Andhra Pradesh,2001,Professional_Profile,Service (Government),Female,0-14,0
Andhra Pradesh,2001,Professional_Profile,House Wife,Female,0-14,0
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,0-14,12
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,0-14,58
Andhra Pradesh,2001,Professional_Profile,Service (Private),Female,0-14,5
Andhra Pradesh,2001,Professional_Profile,Student,Female,0-14,46
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Female,0-14,5
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,0-14,38
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,0-14,20
Andhra Pradesh,2001,Professional_Profile,Unemployed,Female,0-14,1
Andhra Pradesh,2001,Professional_Profile,Retired Person,Female,0-14,0
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Male,0-14,13
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,0-14,16
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Andhra Pradesh,2001,Professional_Profile,Unemployed,Male,0-14,1
Andhra Pradesh,2001,Professional_Profile,Service (Government),Male,0-14,0
Andhra Pradesh,2001,Professional_Profile,House Wife,Male,0-14,0
Andhra Pradesh,2001,Professional_Profile,Retired Person,Male,0-14,0
Andhra Pradesh,2001,Professional_Profile,Student,Male,0-14,56
Andhra Pradesh,2001,Professional_Profile,Service (Private),Male,0-14,1
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,0-14,25
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,0-14,29
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,0-14,32
Andhra Pradesh,2001,Professional_Profile,Service (Government),Female,15-29,23
Andhra Pradesh,2001,Professional_Profile,Unemployed,Female,15-29,57
Andhra Pradesh,2001,Professional_Profile,Service (Private),Female,15-29,43
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,15-29,212
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Female,15-29,22
Andhra Pradesh,2001,Professional_Profile,Retired Person,Female,15-29,0
Andhra Pradesh,2001,Professional_Profile,House Wife,Female,15-29,1132
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,15-29,65
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,15-29,174
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,15-29,4
Andhra Pradesh,2001,Professional_Profile,Student,Female,15-29,115
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,15-29,24
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,15-29,107
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Male,15-29,118
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,15-29,404
Andhra Pradesh,2001,Professional_Profile,Retired Person,Male,15-29,0
Andhra Pradesh,2001,Professional_Profile,Unemployed,Male,15-29,230
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,15-29,382
Andhra Pradesh,2001,Professional_Profile,Service (Government),Male,15-29,34
Andhra Pradesh,2001,Professional_Profile,House Wife,Male,15-29,0
Andhra Pradesh,2001,Professional_Profile,Service (Private),Male,15-29,250
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,15-29,32
Andhra Pradesh,2001,Professional_Profile,Student,Male,15-29,202
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,15-29,299
Andhra Pradesh,2001,Professional_Profile,Service (Private),Female,30-44,24
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,30-44,5
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Female,30-44,4
Andhra Pradesh,2001,Professional_Profile,Unemployed,Female,30-44,12
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,30-44,154
Andhra Pradesh,2001,Professional_Profile,Retired Person,Female,30-44,2
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,30-44,91
Andhra Pradesh,2001,Professional_Profile,Student,Female,30-44,5
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,30-44,22
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,30-44,46
Andhra Pradesh,2001,Professional_Profile,House Wife,Female,30-44,811
Andhra Pradesh,2001,Professional_Profile,Service (Government),Female,30-44,22
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,30-44,36
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,30-44,401
Andhra Pradesh,2001,Professional_Profile,Retired Person,Male,30-44,1
Andhra Pradesh,2001,Professional_Profile,Student,Male,30-44,19
Andhra Pradesh,2001,Professional_Profile,Service (Private),Male,30-44,275
Andhra Pradesh,2001,Professional_Profile,Unemployed,Male,30-44,206
Andhra Pradesh,2001,Professional_Profile,Service (Government),Male,30-44,57
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,30-44,480
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Male,30-44,157
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,30-44,223
Andhra Pradesh,2001,Professional_Profile,House Wife,Male,30-44,0
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,30-44,358
Andhra Pradesh,2001,Professional_Profile,Service (Government),Female,45-59,9
Andhra Pradesh,2001,Professional_Profile,Unemployed,Female,45-59,8
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,45-59,4
Andhra Pradesh,2001,Professional_Profile,Service (Private),Female,45-59,28
Andhra Pradesh,2001,Professional_Profile,Retired Person,Female,45-59,0
Andhra Pradesh,2001,Professional_Profile,Student,Female,45-59,9
Andhra Pradesh,2001,Professional_Profile,House Wife,Female,45-59,397
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,45-59,78
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,45-59,108
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,45-59,45
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,45-59,1
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Female,45-59,10
Andhra Pradesh,2001,Professional_Profile,House Wife,Male,45-59,0
Andhra Pradesh,2001,Professional_Profile,Service (Private),Male,45-59,138
Andhra Pradesh,2001,Professional_Profile,Student,Male,45-59,18
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Male,45-59,80
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,45-59,404
Andhra Pradesh,2001,Professional_Profile,Retired Person,Male,45-59,4
Andhra Pradesh,2001,Professional_Profile,Unemployed,Male,45-59,94
Andhra Pradesh,2001,Professional_Profile,Service (Government),Male,45-59,44
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,45-59,29
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,45-59,117
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,45-59,374
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,45-59,264
Andhra Pradesh,2001,Professional_Profile,House Wife,Female,60+,104
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,60+,10
Andhra Pradesh,2001,Professional_Profile,Service (Private),Female,60+,6
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,60+,0
Andhra Pradesh,2001,Professional_Profile,Service (Government),Female,60+,7
Andhra Pradesh,2001,Professional_Profile,Student,Female,60+,0
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,60+,12
Andhra Pradesh,2001,Professional_Profile,Unemployed,Female,60+,0
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,60+,16
Andhra Pradesh,2001,Professional_Profile,Retired Person,Female,60+,3
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Female,60+,34
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Female,60+,0
Andhra Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,60+,13
Andhra Pradesh,2001,Professional_Profile,Service (Government),Male,60+,0
Andhra Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,60+,14
Andhra Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,60+,79
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,60+,124
Andhra Pradesh,2001,Professional_Profile,Retired Person,Male,60+,16
Andhra Pradesh,2001,Professional_Profile,Student,Male,60+,0
Andhra Pradesh,2001,Professional_Profile,House Wife,Male,60+,0
Andhra Pradesh,2001,Professional_Profile,Professional Activity,Male,60+,22
Andhra Pradesh,2001,Professional_Profile,Service (Private),Male,60+,10
Andhra Pradesh,2001,Professional_Profile,Others (Please Specify),Male,60+,79
Andhra Pradesh,2001,Professional_Profile,Unemployed,Male,60+,12
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Student,Female,0-14,2
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Female,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Student,Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,0-14,2
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Female,15-29,5
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,15-29,5
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Female,15-29,9
Arunachal Pradesh,2001,Professional_Profile,Student,Female,15-29,4
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,15-29,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Male,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Male,15-29,5
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,15-29,1
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Male,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Male,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Male,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,15-29,2
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Male,15-29,12
Arunachal Pradesh,2001,Professional_Profile,Student,Male,15-29,2
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Male,15-29,2
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,15-29,0
Arunachal Pradesh,2001,Professional_Profile,Student,Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Female,30-44,4
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Female,30-44,5
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Male,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,30-44,6
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Male,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Student,Male,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,30-44,5
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Male,30-44,7
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,30-44,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Male,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Male,30-44,19
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Male,30-44,0
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Male,30-44,1
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Student,Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Female,45-59,1
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Female,45-59,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Male,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,45-59,4
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Male,45-59,2
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Male,45-59,1
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Male,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Male,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Student,Male,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,45-59,3
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Male,45-59,1
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Male,45-59,0
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Student,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Female,60+,0
Arunachal Pradesh,2001,Professional_Profile,House Wife,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Retired Person,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Student,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Public Sector Undertaking,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Farming/Agriculture Activity,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Unemployed,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Professional Activity,Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Self-employed (Business activity),Male,60+,1
Arunachal Pradesh,2001,Professional_Profile,Service (Government),Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Service (Private),Male,60+,0
Arunachal Pradesh,2001,Professional_Profile,Others (Please Specify),Male,60+,0
Assam,2001,Professional_Profile,Service (Private),Female,0-14,0
Assam,2001,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0
Assam,2001,Professional_Profile,Others (Please Specify),Female,0-14,5
Assam,2001,Professional_Profile,Student,Female,0-14,9
Assam,2001,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Assam,2001,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Assam,2001,Professional_Profile,Service (Government),Female,0-14,0
Assam,2001,Professional_Profile,House Wife,Female,0-14,0
Assam,2001,Professional_Profile,Retired Person,Female,0-14,0
Assam,2001,Professional_Profile,Unemployed,Female,0-14,0
Assam,2001,Professional_Profile,Professional Activity,Female,0-14,0
Assam,2001,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Assam,2001,Professional_Profile,Others (Please Specify),Male,0-14,1
Assam,2001,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0
Assam,2001,Professional_Profile,Unemployed,Male,0-14,0
Assam,2001,Professional_Profile,Service (Private),Male,0-14,0
Assam,2001,Professional_Profile,House Wife,Male,0-14,0
Assam,2001,Professional_Profile,Professional Activity,Male,0-14,0
Assam,2001,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Assam,2001,Professional_Profile,Service (Government),Male,0-14,0
Assam,2001,Professional_Profile,Others (Please Specify),Male,0-14,5
Assam,2001,Professional_Profile,Retired Person,Male,0-14,0
Assam,2001,Professional_Profile,Student,Male,0-14,29
Assam,2001,Professional_Profile,House Wife,Female,15-29,158
Assam,2001,Professional_Profile,Service (Government),Female,15-29,0
Assam,2001,Professional_Profile,Others (Please Specify),Female,15-29,40
Assam,2001,Professional_Profile,Self-employed (Business activity),Female,15-29,12
Assam,2001,Professional_Profile,Farming/Agriculture Activity,Female,15-29,7
Assam,2001,Professional_Profile,Public Sector Undertaking,Female,15-29,0
Assam,2001,Professional_Profile,Retired Person,Female,15-29,0
Assam,2001,Professional_Profile,Service (Private),Female,15-29,13
Assam,2001,Professional_Profile,Others (Please Specify),Female,15-29,76
Assam,2001,Professional_Profile,Professional Activity,Female,15-29,1
Assam,2001,Professional_Profile,Student,Female,15-29,55
Assam,2001,Professional_Profile,Unemployed,Female,15-29,21
Assam,2001,Professional_Profile,Farming/Agriculture Activity,Male,15-29,30
Assam,2001,Professional_Profile,House Wife,Male,15-29,0
Assam,2001,Professional_Profile,Service (Private),Male,15-29,46
Assam,2001,Professional_Profile,Public Sector Undertaking,Male,15-29,39
