State,Year,Type_code,Type,Gender,Age_group,Total
West Bengal,2001,Causes,Death of Dear Person,Female,60+,7
West Bengal,2001,Causes,Dowry Dispute,Female,60+,0
West Bengal,2001,Causes,Ideological Causes/Hero Worshipping,Female,60+,0
West Bengal,2001,Causes,Cancer,Female,60+,9
West Bengal,2001,Causes,Paralysis,Female,60+,12
West Bengal,2001,Causes,Drug Abuse/Addiction,Female,60+,0
West Bengal,2001,Causes,Not having Children(Barrenness/Impotency,Female,60+,0
West Bengal,2001,Causes,Other Causes (Please Specity),Female,60+,130
West Bengal,2001,Causes,Divorce,Female,60+,0
West Bengal,2001,Causes,Family Problems,Female,60+,93
West Bengal,2001,Causes,Suspected/Illicit Relation,Female,60+,0
West Bengal,2001,Causes,Property Dispute,Female,60+,24
West Bengal,2001,Causes,Illness (Aids/STD),Female,60+,1
West Bengal,2001,Causes,Insanity/Mental Illness,Female,60+,34
West Bengal,2001,Causes,Causes Not known,Female,60+,114
West Bengal,2001,Causes,Professional/Career Problem,Female,60+,0
West Bengal,2001,Causes,Bankruptcy or Sudden change in Economic,Female,60+,0
West Bengal,2001,Causes,Illegitimate Pregnancy,Female,60+,0
West Bengal,2001,Causes,Property Dispute,Male,60+,62
West Bengal,2001,Causes,Bankruptcy or Sudden change in Economic,Male,60+,3
West Bengal,2001,Causes,Dowry Dispute,Male,60+,0
West Bengal,2001,Causes,Ideological Causes/Hero Worshipping,Male,60+,0
West Bengal,2001,Causes,Suspected/Illicit Relation,Male,60+,7
West Bengal,2001,Causes,Paralysis,Male,60+,33
West Bengal,2001,Causes,Failure in Examination,Male,60+,0
West Bengal,2001,Causes,Other Causes (Please Specity),Male,60+,150
West Bengal,2001,Causes,Drug Abuse/Addiction,Male,60+,1
West Bengal,2001,Causes,Unemployment,Male,60+,3
West Bengal,2001,Causes,Not having Children(Barrenness/Impotency,Male,60+,4
West Bengal,2001,Causes,Poverty,Male,60+,5
West Bengal,2001,Causes,Illness (Aids/STD),Male,60+,2
West Bengal,2001,Causes,Fall in Social Reputation,Male,60+,12
West Bengal,2001,Causes,Divorce,Male,60+,0
West Bengal,2001,Causes,Insanity/Mental Illness,Male,60+,33
West Bengal,2001,Causes,Death of Dear Person,Male,60+,23
West Bengal,2001,Causes,Professional/Career Problem,Male,60+,0
West Bengal,2001,Causes,Family Problems,Male,60+,118
West Bengal,2001,Causes,Causes Not known,Male,60+,153
West Bengal,2001,Causes,Other Prolonged Illness,Male,60+,78
West Bengal,2001,Causes,Cancellation/Non-Settlement of Marriage,Male,60+,0
West Bengal,2001,Causes,Love Affairs,Male,60+,0
West Bengal,2001,Causes,Physical Abuse (Rape/Incest Etc.),Male,60+,0
West Bengal,2001,Causes,Cancer,Male,60+,26
West Bengal,2001,Causes,Illegitimate Pregnancy,Male,60+,0
West Bengal,2001,Education_Status,Hr. Secondary/Intermediate/Pre-Universit,Female,0-100+,392
West Bengal,2001,Education_Status,Diploma,Female,0-100+,116
West Bengal,2001,Education_Status,No Education,Female,0-100+,1989
West Bengal,2001,Education_Status,Post Graduate and Above,Female,0-100+,38
West Bengal,2001,Education_Status,Middle,Female,0-100+,1222
West Bengal,2001,Education_Status,Graduate,Female,0-100+,136
West Bengal,2001,Education_Status,Matriculate/Secondary,Female,0-100+,562
West Bengal,2001,Education_Status,Primary,Female,0-100+,1740
West Bengal,2001,Education_Status,Post Graduate and Above,Male,0-100+,96
West Bengal,2001,Education_Status,Primary,Male,0-100+,2076
West Bengal,2001,Education_Status,No Education,Male,0-100+,1925
West Bengal,2001,Education_Status,Matriculate/Secondary,Male,0-100+,773
West Bengal,2001,Education_Status,Graduate,Male,0-100+,274
West Bengal,2001,Education_Status,Hr. Secondary/Intermediate/Pre-Universit,Male,0-100+,473
West Bengal,2001,Education_Status,Diploma,Male,0-100+,225
West Bengal,2001,Education_Status,Middle,Male,0-100+,1653
West Bengal,2001,Means_adopted,By Jumping from (Building),Female,0-14,8
West Bengal,2001,Means_adopted,By Drowning,Female,0-14,17
West Bengal,2001,Means_adopted,By Self Infliction of injury,Female,0-14,0
West Bengal,2001,Means_adopted,By Fire-Arms,Female,0-14,0
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Female,0-14,4
West Bengal,2001,Means_adopted,By Over Alcoholism,Female,0-14,0
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Female,0-14,1
West Bengal,2001,Means_adopted,By Consuming Other Poison,Female,0-14,59
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,0-14,7
West Bengal,2001,Means_adopted,By Machine,Female,0-14,0
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Female,0-14,0
West Bengal,2001,Means_adopted,By Consuming Insecticides,Female,0-14,19
West Bengal,2001,Means_adopted,By Hanging,Female,0-14,47
West Bengal,2001,Means_adopted,By Other means (please specify),Female,0-14,103
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Female,0-14,10
West Bengal,2001,Means_adopted,By touching electric wires,Female,0-14,8
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Male,0-14,16
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Male,0-14,0
West Bengal,2001,Means_adopted,By Other means (please specify),Male,0-14,75
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Male,0-14,4
West Bengal,2001,Means_adopted,By Drowning,Male,0-14,32
West Bengal,2001,Means_adopted,By Over Alcoholism,Male,0-14,0
West Bengal,2001,Means_adopted,By Self Infliction of injury,Male,0-14,0
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,0-14,0
West Bengal,2001,Means_adopted,By Consuming Insecticides,Male,0-14,27
West Bengal,2001,Means_adopted,By Machine,Male,0-14,0
West Bengal,2001,Means_adopted,By Consuming Other Poison,Male,0-14,85
West Bengal,2001,Means_adopted,By Jumping from (Building),Male,0-14,1
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Male,0-14,0
West Bengal,2001,Means_adopted,By touching electric wires,Male,0-14,1
West Bengal,2001,Means_adopted,By Hanging,Male,0-14,42
West Bengal,2001,Means_adopted,By Fire-Arms,Male,0-14,0
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Female,15-29,118
West Bengal,2001,Means_adopted,By Consuming Other Poison,Female,15-29,602
West Bengal,2001,Means_adopted,By Drowning,Female,15-29,141
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Female,15-29,17
West Bengal,2001,Means_adopted,By touching electric wires,Female,15-29,15
West Bengal,2001,Means_adopted,By Self Infliction of injury,Female,15-29,0
West Bengal,2001,Means_adopted,By Machine,Female,15-29,0
West Bengal,2001,Means_adopted,By Fire-Arms,Female,15-29,23
West Bengal,2001,Means_adopted,By Over Alcoholism,Female,15-29,0
West Bengal,2001,Means_adopted,By Jumping from (Building),Female,15-29,28
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,15-29,5
West Bengal,2001,Means_adopted,By Consuming Insecticides,Female,15-29,295
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Female,15-29,148
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Female,15-29,9
West Bengal,2001,Means_adopted,By Hanging,Female,15-29,658
West Bengal,2001,Means_adopted,By Other means (please specify),Female,15-29,195
West Bengal,2001,Means_adopted,By Self Infliction of injury,Male,15-29,3
West Bengal,2001,Means_adopted,By Other means (please specify),Male,15-29,259
West Bengal,2001,Means_adopted,By Over Alcoholism,Male,15-29,26
West Bengal,2001,Means_adopted,By Consuming Other Poison,Male,15-29,501
West Bengal,2001,Means_adopted,By touching electric wires,Male,15-29,33
West Bengal,2001,Means_adopted,By Hanging,Male,15-29,638
West Bengal,2001,Means_adopted,By Jumping from (Building),Male,15-29,23
West Bengal,2001,Means_adopted,By Fire-Arms,Male,15-29,1
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Male,15-29,21
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Male,15-29,117
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Male,15-29,14
West Bengal,2001,Means_adopted,By Machine,Male,15-29,39
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Male,15-29,44
West Bengal,2001,Means_adopted,By Drowning,Male,15-29,130
West Bengal,2001,Means_adopted,By Consuming Insecticides,Male,15-29,157
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,15-29,21
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Female,30-44,88
West Bengal,2001,Means_adopted,By Other means (please specify),Female,30-44,328
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Female,30-44,36
West Bengal,2001,Means_adopted,By touching electric wires,Female,30-44,18
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Female,30-44,154
West Bengal,2001,Means_adopted,By Over Alcoholism,Female,30-44,2
West Bengal,2001,Means_adopted,By Self Infliction of injury,Female,30-44,10
West Bengal,2001,Means_adopted,By Jumping from (Building),Female,30-44,18
West Bengal,2001,Means_adopted,By Consuming Insecticides,Female,30-44,252
West Bengal,2001,Means_adopted,By Machine,Female,30-44,0
West Bengal,2001,Means_adopted,By Hanging,Female,30-44,558
West Bengal,2001,Means_adopted,By Consuming Other Poison,Female,30-44,446
West Bengal,2001,Means_adopted,By Fire-Arms,Female,30-44,3
West Bengal,2001,Means_adopted,By Drowning,Female,30-44,82
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Female,30-44,19
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,30-44,1
West Bengal,2001,Means_adopted,By touching electric wires,Male,30-44,20
West Bengal,2001,Means_adopted,By Other means (please specify),Male,30-44,353
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Male,30-44,14
West Bengal,2001,Means_adopted,By Consuming Other Poison,Male,30-44,521
West Bengal,2001,Means_adopted,By Self Infliction of injury,Male,30-44,17
West Bengal,2001,Means_adopted,By Consuming Insecticides,Male,30-44,202
West Bengal,2001,Means_adopted,By Hanging,Male,30-44,671
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,30-44,9
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Male,30-44,306
West Bengal,2001,Means_adopted,By Machine,Male,30-44,20
West Bengal,2001,Means_adopted,By Over Alcoholism,Male,30-44,36
West Bengal,2001,Means_adopted,By Drowning,Male,30-44,74
West Bengal,2001,Means_adopted,By Fire-Arms,Male,30-44,0
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Male,30-44,34
West Bengal,2001,Means_adopted,By Jumping from (Building),Male,30-44,48
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Male,30-44,101
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Female,45-59,48
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Female,45-59,38
West Bengal,2001,Means_adopted,By Hanging,Female,45-59,252
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Female,45-59,2
West Bengal,2001,Means_adopted,By Self Infliction of injury,Female,45-59,2
West Bengal,2001,Means_adopted,By Consuming Other Poison,Female,45-59,261
West Bengal,2001,Means_adopted,By Drowning,Female,45-59,34
West Bengal,2001,Means_adopted,By touching electric wires,Female,45-59,17
West Bengal,2001,Means_adopted,By Consuming Insecticides,Female,45-59,140
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,45-59,1
West Bengal,2001,Means_adopted,By Fire-Arms,Female,45-59,7
West Bengal,2001,Means_adopted,By Machine,Female,45-59,0
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Female,45-59,55
West Bengal,2001,Means_adopted,By Over Alcoholism,Female,45-59,5
West Bengal,2001,Means_adopted,By Jumping from (Building),Female,45-59,24
West Bengal,2001,Means_adopted,By Other means (please specify),Female,45-59,284
West Bengal,2001,Means_adopted,By Over Alcoholism,Male,45-59,41
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Male,45-59,17
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Male,45-59,34
West Bengal,2001,Means_adopted,By Other means (please specify),Male,45-59,419
West Bengal,2001,Means_adopted,By touching electric wires,Male,45-59,51
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Male,45-59,177
West Bengal,2001,Means_adopted,By Hanging,Male,45-59,423
West Bengal,2001,Means_adopted,By Fire-Arms,Male,45-59,7
West Bengal,2001,Means_adopted,By Jumping from (Building),Male,45-59,39
West Bengal,2001,Means_adopted,By Consuming Insecticides,Male,45-59,217
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Male,45-59,22
West Bengal,2001,Means_adopted,By Consuming Other Poison,Male,45-59,387
West Bengal,2001,Means_adopted,By Drowning,Male,45-59,95
West Bengal,2001,Means_adopted,By Machine,Male,45-59,20
West Bengal,2001,Means_adopted,By Self Infliction of injury,Male,45-59,20
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Male,45-59,77
West Bengal,2001,Means_adopted,By Over Alcoholism,Female,60+,0
West Bengal,2001,Means_adopted,By coming under running vehicles/trains,Female,60+,15
West Bengal,2001,Means_adopted,By Hanging,Female,60+,71
West Bengal,2001,Means_adopted,By Other means (please specify),Female,60+,141
West Bengal,2001,Means_adopted,By Consuming Other Poison,Female,60+,56
West Bengal,2001,Means_adopted,By Fire/Self Immolation,Female,60+,13
West Bengal,2001,Means_adopted,By Overdose of sleeping pills,Female,60+,50
West Bengal,2001,Means_adopted,By Consuming Insecticides,Female,60+,29
West Bengal,2001,Means_adopted,By Drowning,Female,60+,17
West Bengal,2001,Means_adopted,By Jumping off Moving Vehicles/Trains,Female,60+,1
West Bengal,2001,Means_adopted,By Fire-Arms,Female,60+,0
West Bengal,2001,Means_adopted,By touching electric wires,Female,60+,14
West Bengal,2001,Means_adopted,By Jumping from (Building),Female,60+,52
West Bengal,2001,Means_adopted,By Jumping from (Other sites),Female,60+,12
West Bengal,2001,Means_adopted,By Self Infliction of injury,Female,60+,2
