State,Year,Type_code,Type,Gender,Age_group,Total
Lakshadweep,2001,Social_Status,Married,Male,0-100+,0
Lakshadweep,2001,Social_Status,Widowed/Widower,Male,0-100+,0
Lakshadweep,2001,Social_Status,Divorcee,Male,0-100+,0
Madhya Pradesh,2001,Social_Status,Divorcee,Female,0-100+,13
Madhya Pradesh,2001,Social_Status,Seperated,Female,0-100+,14
Madhya Pradesh,2001,Social_Status,Never Married,Female,0-100+,862
Madhya Pradesh,2001,Social_Status,Married,Female,0-100+,2255
Madhya Pradesh,2001,Social_Status,Widowed/Widower,Female,0-100+,180
Madhya Pradesh,2001,Social_Status,Never Married,Male,0-100+,1125
Madhya Pradesh,2001,Social_Status,Seperated,Male,0-100+,8
Madhya Pradesh,2001,Social_Status,Married,Male,0-100+,2260
Madhya Pradesh,2001,Social_Status,Widowed/Widower,Male,0-100+,137
Madhya Pradesh,2001,Social_Status,Divorcee,Male,0-100+,6
Maharashtra,2001,Social_Status,Widowed/Widower,Female,0-100+,280
Maharashtra,2001,Social_Status,Never Married,Female,0-100+,1102
Maharashtra,2001,Social_Status,Seperated,Female,0-100+,69
Maharashtra,2001,Social_Status,Divorcee,Female,0-100+,95
Maharashtra,2001,Social_Status,Married,Female,0-100+,3734
Maharashtra,2001,Social_Status,Married,Male,0-100+,7015
Maharashtra,2001,Social_Status,Divorcee,Male,0-100+,64
Maharashtra,2001,Social_Status,Never Married,Male,0-100+,1892
Maharashtra,2001,Social_Status,Seperated,Male,0-100+,120
Maharashtra,2001,Social_Status,Widowed/Widower,Male,0-100+,247
Manipur,2001,Social_Status,Widowed/Widower,Female,0-100+,0
Manipur,2001,Social_Status,Married,Female,0-100+,8
Manipur,2001,Social_Status,Never Married,Female,0-100+,9
Manipur,2001,Social_Status,Seperated,Female,0-100+,0
Manipur,2001,Social_Status,Divorcee,Female,0-100+,0
Manipur,2001,Social_Status,Divorcee,Male,0-100+,0
Manipur,2001,Social_Status,Never Married,Male,0-100+,12
Manipur,2001,Social_Status,Seperated,Male,0-100+,0
Manipur,2001,Social_Status,Widowed/Widower,Male,0-100+,0
Manipur,2001,Social_Status,Married,Male,0-100+,12
Meghalaya,2001,Social_Status,Never Married,Female,0-100+,8
Meghalaya,2001,Social_Status,Seperated,Female,0-100+,1
Meghalaya,2001,Social_Status,Divorcee,Female,0-100+,0
Meghalaya,2001,Social_Status,Married,Female,0-100+,7
Meghalaya,2001,Social_Status,Widowed/Widower,Female,0-100+,2
Meghalaya,2001,Social_Status,Widowed/Widower,Male,0-100+,5
Meghalaya,2001,Social_Status,Married,Male,0-100+,35
Meghalaya,2001,Social_Status,Seperated,Male,0-100+,0
Meghalaya,2001,Social_Status,Divorcee,Male,0-100+,0
Meghalaya,2001,Social_Status,Never Married,Male,0-100+,29
Mizoram,2001,Social_Status,Widowed/Widower,Female,0-100+,0
Mizoram,2001,Social_Status,Married,Female,0-100+,2
Mizoram,2001,Social_Status,Never Married,Female,0-100+,4
Mizoram,2001,Social_Status,Seperated,Female,0-100+,0
Mizoram,2001,Social_Status,Divorcee,Female,0-100+,2
Mizoram,2001,Social_Status,Widowed/Widower,Male,0-100+,0
Mizoram,2001,Social_Status,Married,Male,0-100+,18
Mizoram,2001,Social_Status,Seperated,Male,0-100+,1
Mizoram,2001,Social_Status,Divorcee,Male,0-100+,6
Mizoram,2001,Social_Status,Never Married,Male,0-100+,21
Nagaland,2001,Social_Status,Married,Female,0-100+,9
Nagaland,2001,Social_Status,Divorcee,Female,0-100+,0
Nagaland,2001,Social_Status,Widowed/Widower,Female,0-100+,1
Nagaland,2001,Social_Status,Seperated,Female,0-100+,0
Nagaland,2001,Social_Status,Never Married,Female,0-100+,5
Nagaland,2001,Social_Status,Married,Male,0-100+,15
Nagaland,2001,Social_Status,Seperated,Male,0-100+,0
Nagaland,2001,Social_Status,Never Married,Male,0-100+,10
Nagaland,2001,Social_Status,Widowed/Widower,Male,0-100+,0
Nagaland,2001,Social_Status,Divorcee,Male,0-100+,0
Odisha,2001,Social_Status,Divorcee,Female,0-100+,33
Odisha,2001,Social_Status,Married,Female,0-100+,1181
Odisha,2001,Social_Status,Seperated,Female,0-100+,129
Odisha,2001,Social_Status,Never Married,Female,0-100+,503
Odisha,2001,Social_Status,Widowed/Widower,Female,0-100+,117
Odisha,2001,Social_Status,Divorcee,Male,0-100+,13
Odisha,2001,Social_Status,Widowed/Widower,Male,0-100+,99
Odisha,2001,Social_Status,Never Married,Male,0-100+,576
Odisha,2001,Social_Status,Married,Male,0-100+,1294
Odisha,2001,Social_Status,Seperated,Male,0-100+,107
Puducherry,2001,Social_Status,Never Married,Female,0-100+,63
Puducherry,2001,Social_Status,Seperated,Female,0-100+,0
Puducherry,2001,Social_Status,Married,Female,0-100+,135
Puducherry,2001,Social_Status,Divorcee,Female,0-100+,0
Puducherry,2001,Social_Status,Widowed/Widower,Female,0-100+,8
Puducherry,2001,Social_Status,Married,Male,0-100+,281
Puducherry,2001,Social_Status,Never Married,Male,0-100+,42
Puducherry,2001,Social_Status,Seperated,Male,0-100+,0
Puducherry,2001,Social_Status,Divorcee,Male,0-100+,0
Puducherry,2001,Social_Status,Widowed/Widower,Male,0-100+,0
Punjab,2001,Social_Status,Widowed/Widower,Female,0-100+,19
Punjab,2001,Social_Status,Divorcee,Female,0-100+,42
Punjab,2001,Social_Status,Married,Female,0-100+,104
Punjab,2001,Social_Status,Seperated,Female,0-100+,53
Punjab,2001,Social_Status,Never Married,Female,0-100+,34
Punjab,2001,Social_Status,Seperated,Male,0-100+,15
Punjab,2001,Social_Status,Divorcee,Male,0-100+,12
Punjab,2001,Social_Status,Married,Male,0-100+,234
Punjab,2001,Social_Status,Never Married,Male,0-100+,110
Punjab,2001,Social_Status,Widowed/Widower,Male,0-100+,25
Rajasthan,2001,Social_Status,Married,Female,0-100+,816
Rajasthan,2001,Social_Status,Never Married,Female,0-100+,323
Rajasthan,2001,Social_Status,Seperated,Female,0-100+,21
Rajasthan,2001,Social_Status,Divorcee,Female,0-100+,10
Rajasthan,2001,Social_Status,Widowed/Widower,Female,0-100+,66
Rajasthan,2001,Social_Status,Widowed/Widower,Male,0-100+,57
Rajasthan,2001,Social_Status,Never Married,Male,0-100+,507
Rajasthan,2001,Social_Status,Seperated,Male,0-100+,29
Rajasthan,2001,Social_Status,Married,Male,0-100+,1356
Rajasthan,2001,Social_Status,Divorcee,Male,0-100+,10
Sikkim,2001,Social_Status,Divorcee,Female,0-100+,0
Sikkim,2001,Social_Status,Married,Female,0-100+,17
Sikkim,2001,Social_Status,Seperated,Female,0-100+,1
Sikkim,2001,Social_Status,Never Married,Female,0-100+,14
Sikkim,2001,Social_Status,Widowed/Widower,Female,0-100+,0
Sikkim,2001,Social_Status,Divorcee,Male,0-100+,0
Sikkim,2001,Social_Status,Married,Male,0-100+,41
Sikkim,2001,Social_Status,Never Married,Male,0-100+,16
Sikkim,2001,Social_Status,Widowed/Widower,Male,0-100+,2
Sikkim,2001,Social_Status,Seperated,Male,0-100+,3
Tamil Nadu,2001,Social_Status,Married,Female,0-100+,2833
Tamil Nadu,2001,Social_Status,Seperated,Female,0-100+,195
Tamil Nadu,2001,Social_Status,Widowed/Widower,Female,0-100+,304
Tamil Nadu,2001,Social_Status,Never Married,Female,0-100+,795
Tamil Nadu,2001,Social_Status,Divorcee,Female,0-100+,35
Tamil Nadu,2001,Social_Status,Seperated,Male,0-100+,379
Tamil Nadu,2001,Social_Status,Married,Male,0-100+,4944
Tamil Nadu,2001,Social_Status,Widowed/Widower,Male,0-100+,377
Tamil Nadu,2001,Social_Status,Divorcee,Male,0-100+,49
Tamil Nadu,2001,Social_Status,Never Married,Male,0-100+,1379
Total (All India),2001,Social_Status,Married,Female,0-100+,28281
Total (All India),2001,Social_Status,Never Married,Female,0-100+,9583
Total (All India),2001,Social_Status,Seperated,Female,0-100+,1137
Total (All India),2001,Social_Status,Widowed/Widower,Female,0-100+,2548
Total (All India),2001,Social_Status,Divorcee,Female,0-100+,643
Total (All India),2001,Social_Status,Never Married,Male,0-100+,14480
Total (All India),2001,Social_Status,Married,Male,0-100+,46842
Total (All India),2001,Social_Status,Seperated,Male,0-100+,1907
Total (All India),2001,Social_Status,Divorcee,Male,0-100+,708
Total (All India),2001,Social_Status,Widowed/Widower,Male,0-100+,2377
Total (States),2001,Social_Status,Widowed/Widower,Female,0-100+,2531
Total (States),2001,Social_Status,Divorcee,Female,0-100+,642
Total (States),2001,Social_Status,Married,Female,0-100+,27702
Total (States),2001,Social_Status,Seperated,Female,0-100+,1127
Total (States),2001,Social_Status,Never Married,Female,0-100+,9375
Total (States),2001,Social_Status,Married,Male,0-100+,45932
Total (States),2001,Social_Status,Seperated,Male,0-100+,1889
Total (States),2001,Social_Status,Divorcee,Male,0-100+,708
Total (States),2001,Social_Status,Never Married,Male,0-100+,14204
Total (States),2001,Social_Status,Widowed/Widower,Male,0-100+,2365
Total (Uts),2001,Social_Status,Divorcee,Female,0-100+,1
Total (Uts),2001,Social_Status,Widowed/Widower,Female,0-100+,17
Total (Uts),2001,Social_Status,Married,Female,0-100+,579
Total (Uts),2001,Social_Status,Never Married,Female,0-100+,208
Total (Uts),2001,Social_Status,Seperated,Female,0-100+,10
Total (Uts),2001,Social_Status,Seperated,Male,0-100+,18
Total (Uts),2001,Social_Status,Never Married,Male,0-100+,276
Total (Uts),2001,Social_Status,Divorcee,Male,0-100+,0
Total (Uts),2001,Social_Status,Married,Male,0-100+,910
Total (Uts),2001,Social_Status,Widowed/Widower,Male,0-100+,12
Tripura,2001,Social_Status,Married,Female,0-100+,250
Tripura,2001,Social_Status,Widowed/Widower,Female,0-100+,19
Tripura,2001,Social_Status,Divorcee,Female,0-100+,10
Tripura,2001,Social_Status,Never Married,Female,0-100+,96
Tripura,2001,Social_Status,Seperated,Female,0-100+,16
Tripura,2001,Social_Status,Never Married,Male,0-100+,157
Tripura,2001,Social_Status,Seperated,Male,0-100+,18
Tripura,2001,Social_Status,Widowed/Widower,Male,0-100+,12
Tripura,2001,Social_Status,Married,Male,0-100+,270
Tripura,2001,Social_Status,Divorcee,Male,0-100+,6
Uttar Pradesh,2001,Social_Status,Married,Female,0-100+,1184
Uttar Pradesh,2001,Social_Status,Divorcee,Female,0-100+,16
Uttar Pradesh,2001,Social_Status,Widowed/Widower,Female,0-100+,75
Uttar Pradesh,2001,Social_Status,Seperated,Female,0-100+,59
Uttar Pradesh,2001,Social_Status,Never Married,Female,0-100+,381
Uttar Pradesh,2001,Social_Status,Married,Male,0-100+,1294
Uttar Pradesh,2001,Social_Status,Widowed/Widower,Male,0-100+,75
Uttar Pradesh,2001,Social_Status,Divorcee,Male,0-100+,17
Uttar Pradesh,2001,Social_Status,Never Married,Male,0-100+,376
Uttar Pradesh,2001,Social_Status,Seperated,Male,0-100+,39
Uttarakhand,2001,Social_Status,Married,Female,0-100+,79
Uttarakhand,2001,Social_Status,Divorcee,Female,0-100+,4
Uttarakhand,2001,Social_Status,Never Married,Female,0-100+,40
Uttarakhand,2001,Social_Status,Seperated,Female,0-100+,1
Uttarakhand,2001,Social_Status,Widowed/Widower,Female,0-100+,5
Uttarakhand,2001,Social_Status,Never Married,Male,0-100+,40
Uttarakhand,2001,Social_Status,Married,Male,0-100+,139
Uttarakhand,2001,Social_Status,Seperated,Male,0-100+,2
Uttarakhand,2001,Social_Status,Widowed/Widower,Male,0-100+,1
Uttarakhand,2001,Social_Status,Divorcee,Male,0-100+,0
West Bengal,2001,Social_Status,Seperated,Female,0-100+,175
West Bengal,2001,Social_Status,Widowed/Widower,Female,0-100+,435
West Bengal,2001,Social_Status,Married,Female,0-100+,3557
West Bengal,2001,Social_Status,Divorcee,Female,0-100+,175
West Bengal,2001,Social_Status,Never Married,Female,0-100+,1853
West Bengal,2001,Social_Status,Married,Male,0-100+,4385
West Bengal,2001,Social_Status,Divorcee,Male,0-100+,337
West Bengal,2001,Social_Status,Widowed/Widower,Male,0-100+,432
West Bengal,2001,Social_Status,Never Married,Male,0-100+,2028
West Bengal,2001,Social_Status,Seperated,Male,0-100+,313
A & N Islands,2002,Social_Status,Never Married,Female,0-100+,17
A & N Islands,2002,Social_Status,Seperated,Female,0-100+,0
A & N Islands,2002,Social_Status,Divorcee,Female,0-100+,0
A & N Islands,2002,Social_Status,Married,Female,0-100+,36
A & N Islands,2002,Social_Status,Widowed/Widower,Female,0-100+,0
A & N Islands,2002,Social_Status,Divorcee,Male,0-100+,0
A & N Islands,2002,Social_Status,Never Married,Male,0-100+,37
A & N Islands,2002,Social_Status,Widowed/Widower,Male,0-100+,0
A & N Islands,2002,Social_Status,Seperated,Male,0-100+,0
A & N Islands,2002,Social_Status,Married,Male,0-100+,54
Andhra Pradesh,2002,Social_Status,Widowed/Widower,Female,0-100+,704
Andhra Pradesh,2002,Social_Status,Seperated,Female,0-100+,149
Andhra Pradesh,2002,Social_Status,Never Married,Female,0-100+,689
Andhra Pradesh,2002,Social_Status,Divorcee,Female,0-100+,77
Andhra Pradesh,2002,Social_Status,Married,Female,0-100+,2503
Andhra Pradesh,2002,Social_Status,Seperated,Male,0-100+,309
Andhra Pradesh,2002,Social_Status,Divorcee,Male,0-100+,72
Andhra Pradesh,2002,Social_Status,Never Married,Male,0-100+,908
Andhra Pradesh,2002,Social_Status,Married,Male,0-100+,5435
Andhra Pradesh,2002,Social_Status,Widowed/Widower,Male,0-100+,847
Arunachal Pradesh,2002,Social_Status,Widowed/Widower,Female,0-100+,1
Arunachal Pradesh,2002,Social_Status,Married,Female,0-100+,22
Arunachal Pradesh,2002,Social_Status,Divorcee,Female,0-100+,0
Arunachal Pradesh,2002,Social_Status,Never Married,Female,0-100+,20
Arunachal Pradesh,2002,Social_Status,Seperated,Female,0-100+,0
Arunachal Pradesh,2002,Social_Status,Divorcee,Male,0-100+,0
Arunachal Pradesh,2002,Social_Status,Never Married,Male,0-100+,12
Arunachal Pradesh,2002,Social_Status,Married,Male,0-100+,59
Arunachal Pradesh,2002,Social_Status,Widowed/Widower,Male,0-100+,0
Arunachal Pradesh,2002,Social_Status,Seperated,Male,0-100+,0
Assam,2002,Social_Status,Married,Female,0-100+,466
Assam,2002,Social_Status,Divorcee,Female,0-100+,25
Assam,2002,Social_Status,Widowed/Widower,Female,0-100+,40
Assam,2002,Social_Status,Never Married,Female,0-100+,225
Assam,2002,Social_Status,Seperated,Female,0-100+,52
Assam,2002,Social_Status,Married,Male,0-100+,927
Assam,2002,Social_Status,Never Married,Male,0-100+,533
Assam,2002,Social_Status,Widowed/Widower,Male,0-100+,57
Assam,2002,Social_Status,Divorcee,Male,0-100+,44
Assam,2002,Social_Status,Seperated,Male,0-100+,141
Bihar,2002,Social_Status,Married,Female,0-100+,203
Bihar,2002,Social_Status,Divorcee,Female,0-100+,2
Bihar,2002,Social_Status,Seperated,Female,0-100+,4
Bihar,2002,Social_Status,Never Married,Female,0-100+,69
Bihar,2002,Social_Status,Widowed/Widower,Female,0-100+,16
Bihar,2002,Social_Status,Never Married,Male,0-100+,135
Bihar,2002,Social_Status,Married,Male,0-100+,261
Bihar,2002,Social_Status,Divorcee,Male,0-100+,8
Bihar,2002,Social_Status,Widowed/Widower,Male,0-100+,9
Bihar,2002,Social_Status,Seperated,Male,0-100+,13
Chandigarh,2002,Social_Status,Widowed/Widower,Female,0-100+,0
Chandigarh,2002,Social_Status,Divorcee,Female,0-100+,0
Chandigarh,2002,Social_Status,Married,Female,0-100+,22
Chandigarh,2002,Social_Status,Never Married,Female,0-100+,12
Chandigarh,2002,Social_Status,Seperated,Female,0-100+,0
Chandigarh,2002,Social_Status,Never Married,Male,0-100+,19
Chandigarh,2002,Social_Status,Widowed/Widower,Male,0-100+,0
Chandigarh,2002,Social_Status,Divorcee,Male,0-100+,0
Chandigarh,2002,Social_Status,Seperated,Male,0-100+,0
